Sector subsector y rama,1,2,3,4,2006,1.1,2.1,3.1,4.1,2007,1.2,2.2,3.2,4.2,Unnamed: 15,1.3,2.3,3.3,4.3,Unnamed: 20,1.4,2.4,3.4,4.4,Unnamed: 25,1.5,2.5,3.5,4.5,Unnamed: 30,1.6,2.6,3.6,4.6,Unnamed: 35,1.7,2.7,3.7,4.7,Unnamed: 40,1.8,2.8,3.8,4.8,Unnamed: 45,1.9,2.9,3.9,4.9,Unnamed: 50,1.10,2.10,3.10,4.10,Unnamed: 55,1.11,2.11,3.11,4.11,Unnamed: 60,1.12,2.12,3.12,4.12,Unnamed: 65,1.13,2.13,3.13,4.13,Unnamed: 70,1.14,2.14,3.14,4.14,Unnamed: 75,1.15,2.15,3.15,4.15,Total 2021,1.16,2.16,3.16,4.16,Total 2022,1.17,2.17,3.17,4.17,Total 2023,1.18,2.18,Total 2024,Total general
3334 Fabricación de equipo de aire acondicionado  calefacción  y de refrigeración industrial y comercial,219.4,67.7,45.2,86.0,418.3,18.2,57.7,5.1,302.4,383.5,33.8,51.4,42.2,29.7,157.1,15.0,14.9,19.6,41.0,90.5,5.0,54.7,202.4,257.8,519.9,11.1,152.1,18.2,12.8,194.2,7.5,18.7,32.1,24.2,82.4,91.2,234.9,-336.0,-150.3,-160.2,29.8,799.5,47.7,36.5,913.4,25.4,63.2,"1,686.5",27.6,"1,802.7",192.5,329.9,-199.3,274.1,597.1,170.4,-30.5,311.7,22.1,473.7,57.9,-23.6,23.3,33.3,90.9,46.3,256.4,22.6,-107.0,218.4,370.8,6.6,-41.8,156.6,492.2,"1,096.5",53.0,516.6,-343.1,"1,323.0",465.4,47.9,20.0,-70.0,463.3,184.2,36.1,-410.0,51.1,-138.5,"-1,244.3",-125.7,"-1,370.0","6,552.0"
3335 Fabricación de maquinaria y equipo para la industria metalmecánica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,1.4,13.9,14.8,C,C,C,-2.0,6.4,6.1,4.2,0.9,5.4,16.6,16.0,3.1,C,8.4,30.4,C,0.2,C,C,13.7,-13.3,5.7,5.0,22.6,20.0,C,C,-1.2,9.8,15.7,-0.8,10.0,-11.8,2.2,-0.3,3.9,-7.6,C,C,-16.9,C,C,C,-2.0,-0.2,C,C,3.1,0.1,2.1,8.0,C,9.4,3.4,21.7,1.8,C,4.7,133.7
3336 Fabricación de motores de combustión interna turbinas y transmisiones,20.0,26.2,19.0,13.6,78.8,15.1,19.3,9.2,4.8,48.5,5.3,5.2,3.1,6.7,20.4,6.9,-13.4,2.3,519.4,515.2,3.5,5.6,6.8,0.4,16.2,5.3,24.8,-93.9,19.2,-44.6,19.7,3.7,11.3,29.9,64.6,-480.8,3.6,24.4,21.9,-430.9,7.2,2.3,2.4,3.4,15.2,5.0,1.1,6.2,-7.2,5.2,8.8,4.2,4.3,7.0,24.4,6.2,12.9,12.4,6.6,38.1,9.2,12.4,10.6,11.6,43.8,6.5,1.8,1.4,-3.6,6.1,41.6,4.3,-3.9,-14.9,27.1,7.7,-8.7,7.9,0.0,7.0,26.0,-6.0,12.0,1.7,33.7,14.1,5.2,4.7,33.7,57.6,47.1,0.7,47.8,574.0
3339 Fabricación de otra maquinaria y equipo para la industria en general,5.5,14.9,5.5,20.7,46.5,10.7,11.0,21.2,25.5,68.3,29.1,10.5,29.0,120.6,189.3,12.7,6.2,22.9,20.8,62.5,13.9,17.0,9.1,23.8,63.9,29.1,15.9,14.1,34.2,93.3,12.6,6.5,20.3,22.0,61.3,46.2,-2.4,21.0,142.9,207.7,349.2,-19.9,17.6,13.7,360.5,21.5,39.5,24.1,22.9,108.1,19.0,-12.3,3.5,13.7,23.9,30.9,23.9,-4.2,14.9,65.5,32.8,-5.2,50.5,13.1,91.2,36.9,22.7,21.9,-18.5,63.0,33.4,17.3,20.0,-7.1,63.6,23.0,-4.6,7.8,-0.7,25.4,-1.0,-24.6,-2.5,-80.1,-108.3,33.0,61.3,62.5,-95.9,60.9,94.8,-11.0,83.8,"1,630.4"
334 Fabricación de equipo de computación  comunicación  medición y de otros equipos componentes y accesorios electrónicos,168.7,705.5,288.6,223.4,"1,386.2",161.8,111.2,254.2,242.7,769.8,-21.6,119.0,84.4,370.3,552.1,357.1,531.5,428.7,-178.5,"1,138.8",330.2,399.9,655.0,674.2,"2,059.4",15.0,193.0,21.6,262.7,492.3,407.4,146.0,229.8,272.5,"1,055.7",185.8,420.8,467.4,180.6,"1,254.6",149.5,-97.2,247.5,329.6,629.3,306.2,192.2,373.1,144.4,"1,016.0",395.6,574.7,143.5,246.8,"1,360.7",152.0,427.4,336.1,179.0,"1,094.5",382.9,327.6,351.8,230.4,"1,292.7",473.1,240.8,193.0,-58.1,848.8,552.2,223.4,337.1,-149.1,963.6,318.2,190.6,290.7,605.5,"1,404.9",528.6,365.0,407.3,-197.2,"1,103.7","1,055.2",92.9,462.1,458.0,"2,068.2",790.2,73.7,863.9,"21,355.4"
3341 Fabricación de computadoras y equipo periférico,36.2,455.0,-122.5,32.1,400.9,98.5,-14.8,-37.1,194.1,240.7,-122.9,-42.7,-206.3,194.7,-177.2,180.7,155.5,168.3,-404.4,100.0,23.1,165.7,417.9,14.7,621.5,-35.2,189.9,-146.3,24.5,32.8,111.3,4.2,27.3,-7.9,135.0,-49.8,5.2,17.1,-8.6,-36.1,23.5,-328.0,3.4,28.4,-272.6,17.3,40.8,243.4,31.4,333.0,26.3,48.2,-61.0,-63.3,-49.8,-98.8,21.3,7.2,45.6,-24.7,12.2,65.1,33.7,67.1,178.2,6.2,45.5,104.4,-55.2,101.0,139.1,20.5,6.2,-49.8,116.0,-36.4,-41.7,37.2,111.1,70.3,15.4,76.7,62.1,-103.4,50.9,55.3,73.7,-74.6,-39.1,15.4,91.7,108.3,200.0,"2,035.1"
3342 Fabricación de equipo de comunicación,17.3,16.2,30.7,30.4,94.6,51.5,37.3,26.9,42.6,158.4,32.7,-31.2,41.8,44.7,88.1,-42.0,5.5,-53.7,-31.2,-121.3,98.3,25.8,54.4,68.5,247.0,-23.5,-8.8,41.4,10.9,20.0,-13.9,16.6,68.2,28.3,99.3,13.4,31.0,1.2,9.2,54.7,12.8,29.7,16.9,15.3,74.7,9.9,5.0,-24.6,-32.3,-42.1,72.6,22.1,10.3,36.1,141.1,26.7,16.6,0.9,2.1,46.3,34.8,-12.8,5.2,20.2,47.4,25.6,19.9,1.1,15.2,61.8,1.9,45.6,13.4,45.6,106.5,22.3,-11.5,10.5,-22.0,-0.7,63.8,44.4,-45.0,92.5,155.6,133.2,-10.2,94.2,-28.5,188.7,34.6,37.3,71.9,"1,491.8"
3343 Fabricación de equipo de audio y de video,12.2,-3.9,192.7,62.9,263.9,-43.1,-69.1,-24.3,99.6,-36.9,13.5,4.1,27.7,39.9,85.2,118.2,85.8,101.1,122.5,427.5,34.7,132.8,33.9,83.6,285.1,-42.4,1.4,33.4,125.7,118.2,101.3,78.5,-1.1,84.0,262.7,-50.2,76.5,227.9,51.3,305.5,20.7,71.4,43.5,130.0,265.6,27.6,30.9,24.2,25.5,108.2,76.2,97.6,34.5,93.7,302.0,17.2,26.2,61.7,-20.2,84.8,83.5,37.6,38.2,-11.4,148.0,86.4,29.3,53.7,-13.3,156.2,38.8,60.6,-27.3,6.7,78.7,22.7,20.8,32.9,30.4,106.7,25.8,29.4,47.2,36.6,138.9,13.6,25.7,109.4,275.9,424.7,17.5,25.5,43.0,"3,567.9"
3344 Fabricación de componentes electrónicos,87.7,162.3,147.9,36.7,434.6,75.8,119.5,253.7,-154.3,294.7,36.5,159.4,184.2,41.1,421.1,72.8,164.7,123.4,98.1,459.0,138.5,57.1,114.9,388.8,699.3,80.8,54.2,58.6,75.7,269.3,131.7,84.0,125.4,84.2,425.4,101.2,105.5,89.2,75.0,370.8,10.6,115.9,96.1,92.1,314.8,169.4,60.5,63.3,85.8,378.9,147.3,344.0,44.2,109.6,645.2,145.9,307.7,170.0,75.1,698.7,135.3,167.4,100.6,106.8,510.1,269.0,94.3,-12.3,-84.2,266.7,245.1,23.7,300.3,-165.2,403.8,186.7,89.0,173.0,350.6,799.4,270.0,205.2,279.0,82.6,836.8,269.4,69.4,372.5,130.2,841.5,146.6,-68.8,77.8,"9,148.0"
3345 Fabricación de instrumentos de medición control navegación y equipo médico electrónico,13.4,76.3,38.6,60.8,188.9,2.0,29.3,30.8,55.6,117.8,15.6,24.7,32.3,45.9,118.6,23.4,111.8,81.4,27.0,243.6,30.1,13.8,29.3,112.1,185.4,31.1,-52.3,27.8,14.3,20.9,58.1,-45.5,4.3,79.5,96.4,166.4,199.0,126.3,41.3,533.0,72.7,1.6,78.9,46.3,199.6,79.2,51.5,61.5,28.1,220.3,67.5,53.1,101.0,54.9,276.4,41.8,35.1,83.7,55.9,216.4,109.7,63.8,162.6,33.4,369.5,67.6,38.0,37.1,40.0,182.7,98.9,70.3,34.8,-1.1,203.0,93.1,121.8,18.5,86.5,319.9,144.4,-5.3,58.5,-320.5,-122.9,570.6,-106.0,-42.5,114.1,536.3,490.4,-57.3,433.2,"4,338.9"
3346 Fabricación y reproducción de medios magnéticos y ópticos,2.0,-0.4,1.2,0.6,3.3,-23.0,8.9,4.2,5.0,-5.0,3.1,4.6,4.6,4.0,16.4,4.0,8.2,8.3,9.5,30.1,5.4,4.6,4.6,C,21.1,C,8.6,C,C,31.1,C,C,C,C,C,C,C,C,12.5,26.7,C,12.1,8.6,17.4,47.4,C,C,C,C,C,C,C,14.6,15.8,45.8,19.3,C,12.7,20.7,73.1,7.3,6.5,C,14.3,39.5,18.3,C,9.0,39.4,80.4,28.5,2.7,9.7,14.7,55.5,29.7,12.2,C,48.9,109.4,9.2,14.6,5.5,C,44.4,13.1,40.3,3.1,5.2,61.7,9.4,28.7,38.2,773.8
335 Fabricación de accesorios  aparatos eléctricos y equipo de generación de energía eléctrica,154.3,83.1,47.4,122.1,406.8,172.0,92.3,499.1,280.1,"1,043.4",125.5,347.5,118.0,156.2,747.2,179.2,90.7,90.1,88.4,448.4,58.7,48.9,-13.5,16.1,110.2,162.2,125.8,78.9,183.0,550.0,185.4,70.4,117.4,-26.4,346.8,65.0,89.5,251.2,"2,333.6","2,739.3",236.2,129.1,-18.1,70.2,417.4,236.1,109.8,-64.2,-255.9,25.8,561.5,26.7,-398.7,570.1,759.6,697.9,60.9,502.5,205.8,"1,467.1",211.7,190.6,105.1,83.5,590.8,101.0,319.1,-34.5,548.8,934.5,52.6,48.7,192.0,24.3,317.6,138.5,104.5,81.6,734.8,"1,059.5",358.8,157.4,172.1,-52.4,636.0,613.7,185.2,6.8,36.8,842.5,302.9,143.3,446.2,"13,889.0"
3351 Fabricación de accesorios de iluminación,3.0,6.7,3.1,1.5,14.4,3.5,-0.6,2.1,1.8,6.9,3.4,3.7,3.6,2.1,12.8,3.2,1.1,1.8,1.3,7.4,1.3,1.0,3.0,5.5,10.7,1.6,1.2,1.6,1.9,6.3,1.2,1.1,1.3,1.9,5.5,1.9,1.1,6.8,3.1,12.9,8.4,5.2,8.6,5.1,27.3,1.1,1.1,-1.5,3.8,4.6,5.0,1.6,2.4,1.0,10.1,0.7,1.1,0.3,19.8,21.9,1.9,1.9,-6.6,1.6,-1.2,5.8,11.4,0.6,4.5,22.3,4.7,-3.7,5.3,14.7,21.0,0.8,-0.7,0.6,1.8,2.6,1.2,6.5,1.4,1.5,10.5,11.3,-1.2,4.0,1.6,15.8,4.1,-21.6,-17.5,194.2
3352 Fabricación de aparatos eléctricos de uso doméstico,57.9,18.8,16.0,66.7,159.4,88.0,13.8,33.7,29.8,165.2,36.8,248.3,18.7,46.2,350.1,75.8,-34.6,28.0,-6.9,62.4,22.1,7.3,6.5,-17.2,18.7,44.7,17.4,-21.6,70.0,110.4,21.5,12.9,23.1,-46.8,10.6,-25.7,14.1,36.0,265.1,289.5,-111.3,106.1,-64.0,43.8,-25.5,6.8,4.1,-39.5,-73.1,-101.8,228.3,99.8,-122.2,55.0,260.8,58.6,81.4,-75.9,67.5,131.6,22.9,26.6,-73.8,39.7,15.5,-168.1,108.4,-83.0,139.1,-3.6,-85.2,49.2,153.7,5.2,122.8,50.9,27.3,31.2,771.8,881.2,65.2,78.0,62.6,-148.5,57.4,421.4,29.1,-16.2,9.3,443.6,126.8,73.0,199.9,"3,148.4"
3353 Fabricación de equipo de generación y distribución de energía eléctrica,54.2,18.2,3.2,7.5,83.1,48.3,74.2,427.0,190.4,739.8,66.9,49.3,54.6,64.0,234.8,96.7,42.4,27.4,75.4,242.0,25.7,-22.4,-26.2,-1.0,-23.9,38.8,79.5,73.4,16.9,208.6,96.6,42.9,62.9,-3.6,198.8,60.7,34.1,184.2,"2,057.0","2,336.1",267.5,-0.3,35.5,13.2,315.8,241.4,70.4,-97.2,-219.4,-4.7,285.1,-119.5,-344.4,429.4,250.6,589.1,3.0,537.8,82.0,"1,211.9",154.7,113.9,159.9,11.4,440.0,152.0,142.6,-19.3,330.0,605.3,94.2,-7.6,7.4,-20.1,73.9,53.2,38.5,16.8,-83.3,25.2,237.3,10.7,55.1,40.8,343.9,115.0,108.1,-60.8,9.8,172.0,105.9,41.9,147.8,"7,600.9"
3359 Fabricación de otros equipos y accesorios eléctricos,39.1,39.3,25.0,46.4,149.9,32.2,4.8,36.3,58.1,131.4,18.3,46.1,41.1,44.0,149.5,3.5,81.8,32.8,18.5,136.7,9.6,63.1,3.2,28.9,104.7,77.1,27.8,25.5,94.2,224.7,66.1,13.5,30.1,22.1,131.8,28.1,40.2,24.2,8.4,100.8,71.7,18.1,1.8,8.1,99.8,-13.3,34.2,73.9,32.9,127.7,43.1,44.8,65.5,84.7,238.1,49.6,-24.6,40.2,36.5,101.8,32.1,48.1,25.5,30.8,136.5,111.2,56.7,67.3,75.2,310.4,39.0,10.9,25.5,24.5,99.9,33.6,39.4,33.0,44.5,150.5,55.1,62.3,53.1,53.8,224.3,66.0,49.1,79.8,16.2,211.1,66.0,50.0,116.0,"2,945.6"
336 Fabricación de equipo de transporte,470.5,736.8,300.7,604.6,"2,112.6",674.4,622.1,315.9,730.2,"2,342.7",939.1,215.0,339.3,424.4,"1,917.8","1,273.7",239.6,85.9,270.4,"1,869.6","1,055.9",79.2,361.9,723.2,"2,220.1",925.4,674.8,327.8,618.7,"2,546.7","1,178.2",794.1,706.1,733.7,"3,412.0","2,293.8",630.9,682.2,967.7,"4,574.6","1,969.9","1,576.5",912.6,984.4,"5,443.4","2,516.9","1,083.2",963.8,"1,438.3","6,002.2","1,276.2","1,066.0","1,909.7","1,498.7","5,750.7","2,577.7","2,319.3",928.0,"2,017.6","7,842.5","1,522.0","2,296.4","1,264.6","1,821.4","6,904.3","1,932.7","1,726.6","2,283.7","1,724.8","7,667.7","1,300.1","2,288.9","-1,446.4","1,981.5","4,124.1","2,153.8",910.5,"2,059.4",-432.8,"4,690.9","1,583.3","1,901.7",968.8,-141.8,"4,312.1","3,572.1","3,428.2",997.3,-766.8,"7,230.8","4,913.0","3,046.0","7,959.0","88,923.8"
3361 Fabricación de automóviles y camiones,3.9,89.8,-16.6,13.2,90.3,225.0,200.0,-24.7,-53.8,346.5,467.4,-201.1,-3.7,23.4,285.9,902.9,-154.5,-71.1,-46.2,631.1,906.4,-211.0,120.6,51.3,867.3,415.7,-90.1,5.3,185.2,516.1,559.2,396.7,76.3,142.4,"1,174.7","1,346.7",-72.3,275.7,276.4,"1,826.4","1,180.2",714.0,517.5,482.1,"2,893.8","1,632.1",112.0,726.2,813.6,"3,284.0",598.1,348.8,864.0,973.9,"2,784.8","1,279.4","1,703.3",346.1,733.3,"4,062.0",414.6,"1,485.8",585.2,994.7,"3,480.3",468.1,"1,086.1","1,424.1","1,343.0","4,321.3",566.9,"1,887.7","-1,152.6","1,916.3","3,218.3","1,121.1",430.8,"1,213.6","-1,114.5","1,651.1",862.5,"1,527.5",838.7,-211.1,"3,017.5","2,262.4","3,137.4",530.7,-838.5,"5,092.0","3,845.0","2,245.8","6,090.8","45,634.3"
3362 Fabricación de carrocerías y remolques,29.9,-1.4,C,C,22.7,C,C,C,69.3,96.8,C,C,C,C,C,C,C,C,2.9,2.7,C,2.9,C,C,19.3,C,C,-1.9,C,26.3,C,C,C,C,56.5,C,29.6,C,27.8,66.4,49.0,C,27.0,C,90.6,C,C,C,0.0,47.6,C,C,C,0.0,47.1,C,C,C,C,129.1,C,C,C,C,69.6,C,C,-3.8,C,-37.1,C,C,0.0,C,34.9,C,0.0,0.0,C,21.2,C,C,C,-1.4,13.1,C,C,C,C,1.6,20.9,C,37.3,753.4
3363 Fabricación de partes para vehículos automotores,407.7,607.5,297.9,568.1,"1,881.2",325.2,394.9,319.7,685.5,"1,725.3",423.4,320.3,215.4,330.4,"1,289.6",277.5,325.9,122.9,263.7,990.0,97.9,203.3,158.8,473.2,933.2,457.6,393.4,220.8,251.6,"1,323.4",552.9,334.0,557.9,502.1,"1,946.9",884.7,595.8,383.3,597.9,"2,461.6",474.9,860.1,303.9,355.1,"1,994.0",769.6,960.0,236.9,505.8,"2,472.3",542.8,685.6,974.4,485.5,"2,688.3","1,036.8",593.8,547.1,"1,141.9","3,319.6",992.1,783.0,631.0,761.5,"3,167.6","1,317.8",698.9,909.6,302.5,"3,228.7",717.1,290.3,-335.2,-16.8,655.3,847.2,421.0,721.1,674.5,"2,663.7",584.8,327.7,77.8,24.9,"1,015.2","1,168.1",252.0,411.2,83.1,"1,914.4",887.7,746.5,"1,634.3","37,304.3"
3364 Fabricación de equipo aeroespacial,28.8,17.7,22.4,18.9,87.9,97.2,30.4,16.1,29.2,172.9,-8.7,49.3,60.5,-7.1,94.0,28.4,14.6,-16.9,39.3,65.4,2.4,41.7,35.3,64.0,143.4,-22.8,410.1,63.0,97.1,547.4,47.6,13.4,45.1,89.6,195.7,47.9,45.4,10.1,45.5,148.9,249.3,4.4,39.1,117.6,410.5,49.3,-15.3,28.1,84.0,146.0,100.9,9.4,63.2,34.1,207.5,146.7,38.8,9.8,135.4,330.6,67.7,8.2,72.2,4.2,152.3,100.1,-72.3,3.7,68.1,99.7,18.6,65.4,8.4,49.8,142.3,84.9,51.0,96.0,1.1,233.0,104.3,41.2,49.3,26.2,221.0,133.5,38.3,44.8,10.8,227.5,131.8,29.3,161.1,"3,787.1"
3365 Fabricación de equipo ferroviario,C,C,0.0,C,-1.4,0.0,0.0,C,C,0.0,C,C,C,C,C,C,C,50.9,C,175.9,C,C,C,C,C,56.9,C,C,74.5,130.0,22.8,C,0.7,-2.5,35.4,14.7,33.4,2.5,18.3,68.9,18.3,-3.0,7.9,3.5,26.6,25.3,C,C,33.9,51.9,C,C,-8.8,-2.3,-5.0,-8.3,7.4,C,C,0.6,52.4,1.9,C,C,23.1,85.6,C,C,C,27.1,C,51.2,C,18.1,77.3,72.7,C,C,C,119.4,C,C,C,19.6,33.9,0.0,C,0.0,C,-15.0,26.8,C,47.2,"1,292.9"
3366 Fabricación de embarcaciones,C,24.1,0.0,5.8,29.9,C,0.0,C,0.0,0.7,0.0,C,C,C,0.0,C,C,C,C,1.6,C,0.0,0.0,0.0,C,0.0,0.0,C,0.0,C,C,C,C,0.0,0.0,0.0,0.0,C,C,C,C,C,C,0.0,C,0.0,0.0,C,C,C,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,C,13.9,C,C,0.0,0.0,C,C,C,C,0.0,C,0.0,C,0.0,0.0,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,49.8
3369 Fabricación de otro equipo de transporte,0.1,0.5,C,C,2.0,C,C,0.1,C,0.5,0.1,0.0,2.1,1.3,3.5,0.8,0.5,C,1.3,3.0,-0.7,C,C,-2.2,-2.8,C,3.5,0.0,C,3.4,C,C,C,C,C,3.3,-0.9,C,C,3.6,0.1,-1.2,16.4,C,30.6,C,0.6,C,C,0.8,C,C,10.9,C,27.9,C,C,C,C,C,C,C,2.9,3.8,11.3,C,C,14.2,C,14.1,C,C,0.0,-1.7,0.9,C,C,C,C,3.2,5.4,1.1,C,0.0,6.5,C,C,C,C,C,0.7,-12.4,-11.7,102.0
337 Fabricación de muebles colchones y persianas,1.9,1.4,0.9,2.3,6.5,3.1,4.9,7.3,6.1,21.3,2.9,10.6,-16.4,6.6,3.8,10.1,5.0,3.5,10.3,29.0,8.3,4.7,10.5,16.1,39.5,0.1,0.3,5.9,10.1,16.5,0.7,2.3,2.6,3.1,8.6,3.2,6.5,3.3,24.7,37.8,5.4,2.4,7.4,11.5,26.6,3.3,4.9,5.2,3.4,16.7,2.9,18.4,27.4,-1.6,47.0,4.7,7.4,7.3,4.7,24.1,15.4,10.7,8.9,-10.0,25.0,19.1,1.8,7.7,-7.6,21.1,14.4,2.9,6.3,4.2,27.7,-0.6,3.8,3.1,11.6,17.9,0.5,5.8,5.8,-15.0,-2.9,15.5,26.2,16.4,2.4,60.6,50.6,26.9,77.5,504.4
3371 Fabricación de muebles excepto de oficina y estantería,1.9,1.4,0.9,2.3,6.4,3.0,4.9,7.3,6.1,21.3,2.9,10.6,-16.4,6.6,3.7,10.1,5.0,3.5,10.3,29.0,8.3,4.7,10.5,16.1,39.5,0.1,0.3,5.9,1.5,7.8,0.7,2.3,2.6,3.1,8.6,3.2,6.5,3.3,24.3,37.3,4.0,2.4,7.4,11.5,25.2,3.3,4.9,5.2,3.4,16.7,2.9,18.4,27.4,-1.6,47.0,4.7,7.4,7.3,4.7,24.1,15.4,10.5,8.9,-7.1,27.7,19.0,1.7,7.4,-7.9,20.2,12.5,2.9,6.1,3.7,25.2,-0.7,1.1,3.0,11.6,15.0,0.5,5.7,5.7,-15.1,-3.2,15.4,26.2,16.3,1.9,59.8,49.2,26.9,76.1,487.7
3372 Fabricación de muebles de oficina y estantería,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,C,0.5
3379 Fabricación de colchones persianas y cortineros,C,C,0.0,0.1,0.1,0.0,C,C,C,0.0,C,0.0,0.0,C,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,16.3
339 Otras industrias manufactureras,40.5,45.4,108.9,-75.1,119.7,0.7,79.5,58.2,-79.6,58.8,17.4,59.7,5.0,-73.0,9.1,42.8,87.3,95.5,12.8,238.4,-52.8,56.7,112.6,138.6,255.2,-100.2,65.8,143.7,22.8,132.2,20.2,100.2,159.2,-80.6,199.0,6.7,129.1,158.1,106.1,400.0,-39.1,25.3,156.6,64.4,207.2,170.8,94.5,43.9,33.5,342.6,-12.5,78.7,109.0,132.8,308.1,98.3,-8.7,50.7,59.2,199.6,76.7,49.6,107.6,35.7,269.7,54.5,108.0,487.8,-59.9,590.5,148.2,75.9,107.8,-5.6,326.2,-73.0,154.8,183.3,64.3,329.3,63.0,148.8,135.5,-245.7,101.6,111.2,81.8,125.3,17.3,335.5,69.1,55.2,124.3,"4,546.9"
3391 Fabricación de equipo no electrónico y material desechable de uso médico  dental y para laboratorio y artículos oftálmicos,5.1,9.2,6.6,9.0,30.0,4.5,6.6,7.7,9.6,28.4,5.7,7.4,10.4,20.1,43.6,13.1,15.1,7.9,9.5,45.7,8.9,10.7,5.0,12.7,37.2,7.0,27.9,6.9,19.6,61.4,3.8,55.2,7.0,24.9,90.9,13.8,41.0,8.7,4.4,67.9,2.9,9.7,10.6,32.7,55.9,2.2,-6.0,4.9,5.6,6.8,4.5,-0.9,3.4,5.6,12.7,-0.1,17.2,-3.6,12.0,25.6,-1.6,5.4,7.3,32.0,43.1,10.9,51.2,13.3,1.4,76.8,12.1,12.1,5.9,24.2,54.3,21.0,16.4,36.6,19.5,93.5,32.5,21.8,17.9,14.7,86.8,48.9,36.7,31.3,13.4,130.3,32.6,11.5,44.1,"1,035.0"
3399 Otras industrias manufactureras,35.4,36.2,102.2,-84.2,89.7,-3.8,72.9,50.5,-89.2,30.4,11.7,52.3,-5.5,-93.1,-34.6,29.7,72.2,87.6,3.2,192.8,-61.7,46.1,107.7,125.9,218.0,-107.3,38.0,136.8,3.2,70.7,16.4,45.0,152.2,-105.5,108.1,-7.1,88.0,149.4,101.7,332.1,-42.0,15.6,146.0,31.7,151.3,168.6,100.5,39.0,27.8,335.9,-17.1,79.6,105.6,127.2,295.4,98.4,-25.9,54.3,47.2,174.0,78.4,44.3,100.2,3.7,226.6,43.7,56.8,474.5,-61.2,513.7,136.1,63.8,101.9,-29.9,271.9,-94.0,138.4,146.7,44.7,235.8,30.5,127.0,117.6,-260.4,14.7,62.3,45.1,93.9,3.9,205.2,36.5,43.7,80.2,"3,511.9"
43 Comercio al por mayor,79.7,107.5,92.1,8.3,287.6,79.8,132.7,44.6,31.2,288.4,99.2,93.3,338.3,178.1,708.9,196.2,106.6,-28.9,62.7,336.6,128.9,81.5,226.0,77.7,514.1,409.5,439.2,150.9,214.2,"1,213.7",145.7,262.1,54.0,71.9,533.6,412.5,106.1,-139.3,264.7,644.0,184.7,230.1,25.6,256.4,696.8,-36.3,387.1,126.6,63.4,540.7,425.4,234.0,141.9,220.7,"1,022.0",32.3,493.7,-74.0,459.5,911.5,-70.1,671.3,73.9,188.5,863.7,250.5,464.0,696.7,240.9,"1,652.1",209.3,-32.6,-159.3,228.0,245.4,-141.4,16.5,-40.3,619.8,454.7,113.6,279.6,29.9,-96.8,326.4,425.0,-71.0,269.4,293.0,916.4,"1,181.7",70.6,"1,252.3","13,408.9"
431 Comercio al por mayor de abarrotes alimentos  bebidas  hielo y tabaco,18.0,30.7,3.1,4.9,56.7,6.1,5.4,3.9,-4.4,11.0,27.6,4.6,21.4,20.8,74.4,23.4,106.1,-101.6,8.2,36.0,35.3,-11.0,170.6,15.6,210.5,108.6,159.3,-72.3,-6.9,188.7,-27.9,122.9,-43.3,-92.9,-41.2,151.1,43.6,-97.2,48.1,145.6,49.0,122.8,-6.3,-68.5,96.9,-24.3,189.1,36.1,-25.0,175.8,255.6,41.3,37.6,-24.6,309.9,-76.9,49.1,-40.4,46.1,-22.1,87.0,318.4,-93.8,-118.6,193.0,466.2,-165.2,212.8,-54.5,459.2,304.3,21.0,-223.4,-77.3,24.6,80.5,3.7,3.9,52.7,140.7,83.7,2.8,20.1,-30.7,75.9,158.9,176.7,233.0,-97.4,471.2,123.9,47.6,171.5,"2,778.4"
