Concepto,1993 |  T1,1993 |  T2,1993 |  T3,1993 |  T4,1993 |  6 Meses,1993 |  9 Meses,1993 |  Anual,1994 |  T1,1994 |  T2,1994 |  T3,1994 |  T4,1994 |  6 Meses,1994 |  9 Meses,1994 |  Anual,1995 |  T1,1995 |  T2,1995 |  T3,1995 |  T4,1995 |  6 Meses,1995 |  9 Meses,1995 |  Anual,1996 |  T1,1996 |  T2,1996 |  T3,1996 |  T4,1996 |  6 Meses,1996 |  9 Meses,1996 |  Anual,1997 |  T1,1997 |  T2,1997 |  T3,1997 |  T4,1997 |  6 Meses,1997 |  9 Meses,1997 |  Anual,1998 |  T1,1998 |  T2,1998 |  T3,1998 |  T4,1998 |  6 Meses,1998 |  9 Meses,1998 |  Anual,1999 |  T1,1999 |  T2,1999 |  T3,1999 |  T4,1999 |  6 Meses,1999 |  9 Meses,1999 |  Anual,2000 |  T1,2000 |  T2,2000 |  T3,2000 |  T4,2000 |  6 Meses,2000 |  9 Meses,2000 |  Anual,2001 |  T1,2001 |  T2,2001 |  T3,2001 |  T4,2001 |  6 Meses,2001 |  9 Meses,2001 |  Anual,2002 |  T1,2002 |  T2,2002 |  T3,2002 |  T4,2002 |  6 Meses,2002 |  9 Meses,2002 |  Anual,2003 |  T1,2003 |  T2,2003 |  T3,2003 |  T4,2003 |  6 Meses,2003 |  9 Meses,2003 |  Anual,2004 |  T1,2004 |  T2,2004 |  T3,2004 |  T4,2004 |  6 Meses,2004 |  9 Meses,2004 |  Anual,2005 |  T1,2005 |  T2,2005 |  T3,2005 |  T4,2005 |  6 Meses,2005 |  9 Meses,2005 |  Anual,2006 |  T1,2006 |  T2,2006 |  T3,2006 |  T4,2006 |  6 Meses,2006 |  9 Meses,2006 |  Anual,2007 |  T1,2007 |  T2,2007 |  T3,2007 |  T4,2007 |  6 Meses,2007 |  9 Meses,2007 |  Anual,2008 |  T1,2008 |  T2,2008 |  T3,2008 |  T4,2008 |  6 Meses,2008 |  9 Meses,2008 |  Anual,2009 |  T1,2009 |  T2,2009 |  T3,2009 |  T4,2009 |  6 Meses,2009 |  9 Meses,2009 |  Anual,2010 |  T1,2010 |  T2,2010 |  T3,2010 |  T4,2010 |  6 Meses,2010 |  9 Meses,2010 |  Anual,2011 |  T1,2011 |  T2,2011 |  T3,2011 |  T4,2011 |  6 Meses,2011 |  9 Meses,2011 |  Anual,2012 |  T1,2012 |  T2,2012 |  T3,2012 |  T4,2012 |  6 Meses,2012 |  9 Meses,2012 |  Anual,2013 |  T1,2013 |  T2,2013 |  T3,2013 |  T4,2013 |  6 Meses,2013 |  9 Meses,2013 |  Anual,2014 |  T1,2014 |  T2,2014 |  T3,2014 |  T4,2014 |  6 Meses,2014 |  9 Meses,2014 |  Anual,2015 |  T1,2015 |  T2,2015 |  T3,2015 |  T4,2015 |  6 Meses,2015 |  9 Meses,2015 |  Anual,2016 |  T1,2016 |  T2,2016 |  T3,2016 |  T4,2016 |  6 Meses,2016 |  9 Meses,2016 |  Anual,2017 |  T1,2017 |  T2,2017 |  T3,2017 |  T4,2017 |  6 Meses,2017 |  9 Meses,2017 |  Anual,2018 |  T1,2018 |  T2,2018 |  T3,2018 |  T4,2018 |  6 Meses,2018 |  9 Meses,2018 |  Anual,2019 |  T1,2019 |  T2,2019 |  T3,2019 |  T4,2019 |  6 Meses,2019 |  9 Meses,2019 |  Anual,2020 |  T1,2020 |  T2,2020 |  T3,2020 |  T4,2020 |  6 Meses,2020 |  9 Meses,2020 |  Anual,2021 |  T1,2021 |  T2,2021 |  T3,2021 |  T4,2021 |  6 Meses,2021 |  9 Meses,2021 |  Anual,2022 |  T1 R,2022 |  T2 R,2022 |  T3 R,2022 |  T4 R,2022 |  6 Meses R,2022 |  9 Meses R,2022 |  Anual R,2023 |  T1 R,2023 |  T2 R,2023 |  T3 R,2023 |  T4 R,2023 |  6 Meses R,2023 |  9 Meses R,2023 |  Anual R,2024 |  T1 R,2024 |  T2 R,2024 |  T3 P,2024 |  T4,2024 |  6 Meses R,2024 |  9 Meses P,2024 |  Anual
"523 - Actividades bursátiles, cambiarias y de inversión financiera",3042.696,2549.182,2391.999,2430.375,2795.939,2661.292,2603.563,2378.686,1794.644,1470.329,1553.856,2086.665,1881.22,1799.379,1835.189,1717.806,1753.144,2449.229,1776.498,1768.713,1938.842,3434.398,3248.06,3540.759,4414.122,3341.229,3407.739,3659.335,5190.314,4212.42,3720.289,3650.629,4701.367,4374.341,4193.413,3264.623,2636.642,2482.351,3535.58,2950.633,2794.539,2979.799,5694.59,5404.806,5533.002,6296.958,5549.698,5544.133,5732.339,6551.95,5193.428,4438.99,4907.228,5872.689,5394.789,5272.899,5978.56,5801.239,6174.453,5880.94,5889.9,5984.751,5958.798,6725.826,6388.734,5990.265,6383.355,6557.28,6368.275,6372.045,8095.974,8548.635,7744.402,9251.733,8322.305,8129.67,8410.186,10850.355,8818.511,8718.192,8168.577,9834.433,9462.353,9138.909,6714.803,5087.145,4345.234,4716.291,5900.974,5382.394,5215.868,6163.723,6501.847,6102.679,6345.047,6332.785,6256.083,6278.324,6004.819,5462.718,6342.627,8649.055,5733.769,5936.721,6614.805,12295.98,14921.31,14271.521,16563.981,13608.645,13829.604,14513.198,12152.135,16206.33,15678.184,12528.043,14179.233,14678.883,14141.173,15018.196,14678.354,15602.527,19315.21,14848.275,15099.692,16153.572,15315.743,15452.122,15289.957,17644.95,15383.933,15352.607,15925.693,17164.347,15654.623,15126.116,19713.237,16409.485,15981.695,16914.581,23233.138,19826.358,18627.708,22560.732,21529.748,20562.401,21061.984,17720.853,21688.872,19285.452,20762.998,19704.863,19565.059,19864.544,18842.535,21677.855,17822.516,15218.406,20260.195,19447.635,18390.328,19327.602,16278.073,16341.596,19077.266,17802.838,17315.757,17756.134,23246.698,21054.74,21253.327,26241.219,22150.719,21851.588,22948.996,23901.823,23566.505,20106.791,24151.546,23734.164,22525.04,22931.666,23974.934,23049.69,20092.225,22485.444,23512.312,22372.283,22400.573,18507.214,22807.159,21182.404,23672.72,20657.187,20832.259,21542.374,21073.975,21447.646,23330.807,30888.693,21260.811,21950.809,24185.28,39395.787,36152.366,28062.429,34266.122,37774.077,34536.861,34469.176,29887.713,28126.695,26378.4,28248.896,29007.204,28130.936,28160.426,27615.525,31287.752,33138.939,,29451.639,30680.739,
"524 - Compañías de seguros, fianzas, y administración de fondos para el retiro",6864.601,6566.37,6202.394,6618.395,6715.486,6544.455,6562.94,6300.951,6529.312,6177.719,7618.05,6415.132,6335.994,6656.508,8680.156,9276.573,8197.932,10232.411,8978.365,8718.22,9096.768,9603.382,9480.797,9877.456,11344.045,9542.09,9653.878,10076.42,10985.622,12913.533,13710.276,12648.113,11949.578,12536.477,12564.386,15565.512,16680.479,18667.784,19530.2,16122.996,16971.258,17610.994,23558.476,30345.274,35376.304,33844.318,26951.875,29760.018,30781.093,33029.406,33385.633,33451.05,30397.091,33207.52,33288.696,32565.795,32467.365,33843.564,38121.811,38702.291,33155.465,34810.913,35783.758,41355.126,47500.485,49215.474,43620.083,44427.806,46023.695,45422.792,40929.152,38005.186,37825.624,35323.101,39467.169,38919.987,38020.766,40258.401,42679.333,48157.04,51247.078,41468.867,43698.258,45585.463,61402.437,64546.584,65746.892,55398.831,62974.511,63898.638,61773.686,51316.417,43824.494,42339.292,42476.937,47570.456,45826.734,44989.285,52285.253,55898.949,56554.727,49762.358,54092.101,54912.976,53625.322,46942.629,42745.174,43119.576,42417.965,44843.902,44269.126,43806.336,49830.238,53926.109,56368.869,55012.94,51878.174,53375.072,53784.539,55551.662,55064.333,57091.668,61885.628,55307.998,55902.554,57398.323,65077.671,67848.254,71121.745,71266.094,66462.963,68015.89,68828.441,78622.093,77817.77,78056.341,77600.856,78219.932,78165.401,78024.265,81702.292,85231.507,83548.204,82974.564,83466.9,83494.001,83364.142,83097.205,84592.338,85223.148,88140.729,83844.772,84304.23,85263.355,94214.963,99130.317,99548.259,101926.558,96672.64,97631.18,98705.024,107285.929,111370.163,114254.637,115325.903,109328.046,110970.243,112059.158,121530.441,125111.739,130143.182,134427.938,123321.09,125595.121,127803.325,142816.991,145307.138,149077.339,150269.52,144062.065,145733.823,146867.747,149350.558,142098.214,144819.123,153131.094,145724.386,145422.632,147349.747,162694.519,150436.027,147197.103,137726.739,156565.273,153442.55,149513.597,127893.088,109818.81,108523.67,116787.336,118855.949,115411.856,115755.726,135724.637,146496.451,167205.064,187764.272,141110.544,149808.717,159297.606,221203.108,221072.27,238582.072,248683.335,221137.689,226952.483,232385.196,255435.75,242540.363,246436.103,,248988.057,248137.405,
53 - Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,176048.994,189422.321,188455.65400000004,193782.047,182735.658,184642.323,186927.254,203698.36400000003,219230.633,217737.149,225033.676,211464.499,213555.382,216424.956,245010.704,292113.239,305778.47699999996,323874.69200000004,268561.972,280967.473,291694.278,343043.104,377472.541,380756.978,398213.056,360257.823,367090.874,374871.42,415963.082,457190.407,463641.83800000005,491368.557,436576.745,445598.442,457040.971,518459.88300000003,571179.072,573682.0240000001,595193.836,544819.478,554440.326,564628.704,603405.796,648867.762,649774.615,672791.669,626136.779,634016.058,643709.961,691031.532,746611.782,742423.431,757430.44,718821.657,726688.915,734374.296,760894.7960000001,808748.719,795197.4219999999,809666.741,784821.758,788280.312,793626.92,802337.943,855071.88,850763.799,873205.026,828704.912,836057.874,845344.662,879891.0939999999,937324.262,933177.557,958343.604,908607.678,916797.638,927184.129,957890.56,1035563.0669999999,1006769.5930000001,1024935.845,996726.814,1000074.407,1006289.766,1019069.621,1089053.265,1072610.608,1106650.067,1054061.443,1060244.498,1071845.89,1102987.258,1192938.067,1184769.25,1211972.797,1147962.663,1160231.525,1173166.843,1177315.075,1263658.6509999998,1279724.904,1314578.206,1220486.863,1240232.877,1258819.209,1277293.677,1374516.397,1394245.657,1416288.894,1325905.037,1348685.244,1365586.156,1339313.973,1393330.018,1439779.4540000001,1462826.3869999999,1366321.996,1390807.815,1408812.458,1411886.373,1473417.297,1532932.6639999999,1559410.905,1442651.835,1472745.445,1494411.81,1517359.383,1553625.0879999998,1610375.0729999999,1647143.739,1535492.236,1560453.181,1582125.821,1590383.7000000002,1624760.6830000002,1691361.6989999998,1719874.617,1607572.192,1635502.027,1656595.175,1659766.966,1691820.221,1768850.983,1790202.3229999999,1675793.594,1706812.723,1727660.123,1754461.015,1781784.341,1855534.1439999999,1873827.626,1768122.678,1797259.833,1816401.782,1827457.995,1883834.505,1924341.1180000002,1950436.472,1855646.25,1878544.539,1896517.523,1898114.319,1959942.331,2008156.018,2031905.048,1929028.325,1955404.223,1974529.429,2019934.239,2040308.267,2050770.4279999998,2065463.6260000002,2030121.253,2037004.311,2044119.14,2073990.807,2116120.181,2139325.073,2153204.3140000002,2095055.494,2109812.02,2120660.094,2175519.605,2206141.31,2244818.375,2278559.799,2190830.458,2208826.43,2226259.772,2289166.742,2206362.8779999996,2284458.4050000003,2333343.6350000002,2247764.81,2259996.008,2278332.915,2339743.139,2382476.7520000003,2447239.848,2486689.613,2361109.946,2389819.913,2414037.338,2492075.935,2518350.5239999997,2588597.903,2657864.357,2505213.23,2533008.121,2564222.18,2668058.077,2680702.121,2742035.199,2797176.681,2674380.099,2696931.799,2721993.02,2766085.313,2796456.671,2890745.699,,2781270.992,2817762.561,
531 - Servicios inmobiliarios,173243.182,187129.06,184986.053,191004.913,180186.121,181786.098,184090.802,200660.309,216535.018,213653.97,221527.198,208597.664,210283.099,213094.124,240945.339,288281.072,299662.664,318430.601,264613.206,276296.358,286829.919,336653.82,371422.564,372572.709,391093.523,354038.192,360216.364,367935.654,408081.36,448904.073,452965.357,481911.529,428492.717,436650.263,447965.58,508003.228,560264.135,559618.942,582821.846,534133.682,542628.768,552677.038,590232.052,634143.224,631997.434,657411.847,612187.638,618790.903,628446.139,674274.62,727969.155,719927.747,737677.862,701121.888,707390.507,714962.346,739549.621,784037.091,770059.897,790362.066,761793.356,764548.87,771002.169,785193.642,839338.877,832473.241,857594.308,812266.26,819001.92,828650.017,861191.86,917364.923,908807.211,937036.506,889278.392,895787.998,906100.125,935167.476,1011081.689,977902.425,1000705.142,973124.583,974717.197,981214.183,991191.351,1058804.004,1037128.992,1077244.342,1024997.678,1029041.449,1041092.172,1070831.363,1157448.77,1143268.693,1177511.266,1114140.067,1123849.609,1137265.023,1140500.613,1224131.524,1233033.22,1275116.979,1182316.069,1199221.786,1218195.584,1234466.366,1328901.473,1340887.267,1373529.07,1281683.92,1301418.369,1319446.044,1294490.642,1353706.119,1385400.239,1419348.612,1324098.381,1344532.333,1363236.403,1364532.595,1430558.755,1471253.478,1511371.716,1397545.675,1422114.943,1444429.136,1466017.599,1507767.2,1542534.375,1594351.773,1486892.4,1505439.725,1527667.737,1533466.431,1573407.614,1615925.166,1662319.893,1553437.023,1574266.404,1596279.776,1596371.469,1635198.576,1682386.352,1725892.471,1615785.023,1637985.466,1659962.217,1688604.478,1723317.263,1767217.757,1799283.439,1705960.871,1726379.833,1744605.734,1750174.442,1806416.062,1835255.958,1866824.09,1778295.252,1797282.154,1814667.638,1821576.696,1879712.858,1909684.006,1943021.287,1850644.777,1870324.52,1888498.712,1942963.074,1965491.611,1968537.2,1974226.955,1954227.343,1958997.295,1962804.71,1981155.575,2031195.549,2059731.251,2075425.345,2006175.562,2024027.458,2036876.93,2084698.017,2122533.839,2159087.462,2199360.994,2103615.928,2122106.439,2141420.078,2200647.65,2148084.437,2220326.975,2272090.038,2174366.044,2189686.354,2210287.275,2271538.735,2317609.561,2370996.825,2414606.911,2294574.148,2320048.374,2343688.008,2422119.142,2457882.276,2503936.037,2570553.116,2440000.709,2461312.485,2488622.643,2579711.742,2613815.834,2648656.844,2707693.259,2596763.788,2614061.473,2637469.42,2681628.823,2724133.756,2789869.437,,2702881.29,2731877.339,
532 - Servicios de alquiler de bienes muebles,2066.43,1176.624,2556.23,1916.155,1621.527,1933.095,1928.86,2199.67,1309.403,2867.345,2290.157,1754.537,2125.473,2166.644,2805.546,1698.552,4088.213,3324.153,2252.049,2864.104,2979.116,4175.108,2426.664,5007.918,3979.066,3300.886,3869.897,3897.189,4728.354,2930.232,6099.961,4960.717,3829.293,4586.182,4679.816,6055.161,3697.231,7595.657,6010.595,4876.196,5782.683,5839.661,6909.049,4298.766,8699.815,6964.907,5603.908,6635.877,6718.134,8367.322,5382.967,10655.264,8351.483,6875.145,8135.184,8189.259,9056.108,5598.368,10519.678,8057.425,7327.238,8391.385,8307.895,8656.106,5419.985,10725.848,8425.965,7038.046,8267.313,8306.976,9525.406,5744.572,11852.43,9572.825,7634.989,9040.803,9173.808,9895.387,6553.918,14151.55,10882.281,8224.653,10200.285,10370.784,12211.015,8040.76,17507.303,13384.614,10125.888,12586.359,12785.923,13795.976,9202.689,19803.316,14721.,11499.333,14267.327,14380.745,16390.333,10982.238,23040.85,17979.363,13686.286,16804.474,17098.196,18838.401,12490.209,25551.589,19428.341,15664.305,18960.066,19077.135,18557.687,11860.509,23877.182,17436.187,15209.098,18098.459,17932.891,19015.412,12599.32,27921.868,19154.136,15807.366,19845.533,19672.684,21477.645,13818.248,31152.721,21269.606,17647.947,22149.538,21929.555,23977.019,15231.502,34568.062,22441.201,19604.261,24592.194,24054.446,27481.703,17947.54,41411.608,25541.773,22714.622,28946.95,28095.656,27973.276,19660.146,46920.74,30419.21,23816.711,31518.054,31243.343,35967.567,28638.139,38564.138,29576.715,32302.853,34389.948,33186.64,31350.407,27729.991,46893.194,33958.301,29540.199,35324.531,34982.973,28989.117,25866.464,34162.758,41645.381,27427.791,29672.78,32665.93,47097.524,33351.494,29847.529,26544.821,40224.509,36765.516,34210.342,42958.168,32680.364,31600.145,28673.24,37819.266,35746.226,33977.979,40116.22,25495.536,25401.693,20519.767,32805.878,30337.816,27883.304,29586.532,23115.535,28613.344,24492.177,26351.034,27105.137,26451.897,25202.521,28749.519,30379.372,29658.956,26976.02,28110.471,28497.592,34903.39,32901.93,30637.56,29011.619,33902.66,32814.293,31863.625,32707.694,33962.816,35842.398,,33335.255,34170.969,
"533 - Servicios de alquiler de marcas registradas, patentes y franquicias",739.382,1116.637,913.371,860.979,928.01,923.13,907.592,838.385,1386.212,1215.834,1216.321,1112.299,1146.81,1164.188,1259.819,2133.615,2027.6,2119.938,1696.717,1807.011,1885.243,2214.176,3623.313,3176.351,3140.467,2918.745,3004.613,3038.577,3153.368,5356.102,4576.52,4496.311,4254.735,4361.997,4395.575,4401.494,7217.706,6467.425,6361.395,5809.6,6028.875,6112.005,6264.695,10425.772,9077.366,8414.915,8345.234,8589.278,8545.687,8389.59,13259.66,11840.42,11401.095,10824.625,11163.223,11222.691,12289.067,19113.26,14617.847,11247.25,15701.164,15340.058,14316.856,8488.195,10313.018,7564.71,7184.753,9400.607,8788.641,8387.669,9173.828,14214.767,12517.916,11734.273,11694.298,11968.837,11910.196,12827.697,17927.46,14715.618,13348.422,15377.579,15156.925,14704.799,15667.255,22208.501,17974.313,16021.111,18937.878,18616.69,17967.795,18359.919,26286.608,21697.241,19740.531,22323.264,22114.589,21521.075,20424.129,28544.889,23650.834,21481.864,24484.509,24206.617,23525.429,23988.91,33124.715,27806.801,23331.483,28556.813,28306.809,27062.977,26265.644,27763.39,30502.033,26041.588,27014.517,28177.022,27643.164,28338.366,30259.222,33757.318,28885.053,29298.794,30784.969,30309.99,29864.139,32039.64,36687.977,31522.36,30951.89,32863.919,32528.529,32940.25,36121.567,40868.471,35113.523,34530.909,36643.429,36260.953,35913.794,38674.105,45053.023,38768.079,37293.95,39880.307,39602.25,37883.261,38806.932,41395.647,44124.977,38345.097,39361.947,40552.704,41315.986,48780.304,50521.022,54035.667,45048.145,46872.437,48663.245,45187.216,52499.482,51578.818,54925.46,48843.349,49755.172,51047.744,47982.048,48950.192,48070.47,49591.29,48466.12,48334.237,48648.5,45737.708,51573.138,49746.293,51234.148,48655.423,49019.046,49572.822,47863.42,50927.107,54130.768,50525.565,49395.264,50973.765,50861.715,48402.872,32782.905,38729.737,40733.83,40592.889,39971.838,40162.336,38617.872,41751.656,47629.679,47590.525,40184.764,42666.402,43897.433,44754.272,31718.729,54282.494,57652.285,38236.501,43585.165,47101.945,53442.945,33984.357,62740.795,60471.803,43713.651,50056.032,52659.975,51748.796,38360.099,65033.864,,45054.448,51714.253,
"54 - Servicios profesionales, científicos y técnicos",17894.187,20977.912,20768.82,22965.193,19436.05,19880.306,20651.528,20645.117,25122.16,24691.167,27557.884,22883.639,23486.148,24504.082,24129.959,31282.401,31269.764,38008.516,27706.18,28894.041,31172.66,34083.521,43997.33,44212.122,53334.759,39040.426,40764.324,43906.933,46932.702,60643.96,59093.437,70189.649,53788.331,55556.7,59214.937,63324.664,79671.495,78275.666,92120.418,71498.08,73757.275,78348.061,81628.107,106059.833,103219.051,119336.477,93843.97,96968.997,102560.867,107010.615,136515.86,127776.334,145371.487,121763.238,123767.603,129168.574,127695.9,159517.796,147008.151,164021.837,143606.848,144740.616,149560.921,137129.324,174572.265,160510.103,181641.963,155850.795,157403.897,163463.414,160784.136,200877.611,185638.897,209600.952,180830.874,182433.548,189225.399,184063.641,224478.542,206348.778,220936.551,204271.092,204963.654,208956.878,203259.138,242319.683,225531.883,235653.551,222789.411,223703.568,226691.064,210880.727,250141.107,245071.986,261079.876,230510.917,235364.607,241793.424,224732.083,266999.499,259377.004,291869.566,245865.791,250369.529,260744.538,235483.942,286401.693,280112.369,322109.907,260942.818,267332.668,281026.978,243710.094,282130.859,279706.654,307156.172,262920.477,268515.869,278175.945,240328.788,281738.302,294385.615,312330.779,261033.545,272150.902,282195.871,257767.058,305056.756,312727.653,343074.389,281411.907,291850.489,304656.464,273329.355,318091.239,333237.2,369485.502,295710.297,308219.265,323535.824,290640.134,327991.406,333594.408,381393.187,309315.77,317408.649,333404.784,303502.543,331516.269,334303.334,420242.278,317509.406,323107.382,347391.106,322920.87,367347.604,366471.918,439617.612,345134.237,352246.797,374089.501,342222.767,398518.67,392770.687,484172.173,370370.719,377837.375,404421.074,381187.791,421402.236,377231.424,477264.133,401295.014,393273.817,414271.396,379616.521,439730.587,411416.833,511954.452,409673.554,410254.647,435679.598,395320.036,436291.061,437599.616,543242.483,415805.549,423070.238,453113.299,419298.799,431843.459,452863.604,542842.657,425571.129,434668.621,461712.13,447205.895,490122.826,483167.509,547727.754,468664.361,473498.743,492055.996,465296.263,509684.465,523867.834,685603.393,487490.364,499616.187,546112.989,516794.499,570715.871,598558.632,718408.11,543755.185,562023.001,601119.278,615039.951,738026.807,719086.941,,676533.379,690717.9,
55 - Corporativos,5843.96,6411.016,4893.432,6586.984,6127.488,5716.136,5933.848,8110.251,9777.705,7407.105,9302.646,8943.978,8431.687,8649.427,11050.382,12691.109,9846.265,12731.356,11870.746,11195.919,11579.778,15162.001,16542.945,12477.494,16280.105,15852.473,14727.48,15115.636,20418.112,24063.736,17328.393,21043.766,22240.924,20603.414,20713.502,23316.406,24801.876,18034.05,21941.715,24059.141,22050.777,22023.512,24889.91,27624.716,20417.065,24619.424,26257.313,24310.564,24387.779,29727.792,31642.151,23157.962,26289.988,30684.972,28175.968,27704.473,30810.435,31836.941,22704.285,26092.131,31323.688,28450.554,27860.948,31251.006,33477.672,24725.791,29474.822,32364.339,29818.156,29732.323,39227.568,40081.62,30545.558,37975.175,39654.594,36618.249,36957.48,45555.511,47832.312,35492.324,42512.045,46693.912,42960.049,42848.048,50300.22,49343.444,40161.396,48645.336,49821.832,46601.687,47112.599,62066.001,57080.743,54472.281,49468.395,59573.372,57873.008,55771.855,60918.891,57675.21,55567.034,54196.885,59297.051,58053.712,57089.505,73657.478,69699.448,66209.629,61967.518,71678.463,69855.518,67883.518,68271.097,58671.223,65186.65,65656.826,63471.16,64042.99,64446.449,77137.959,68011.71,64262.277,63596.826,72574.835,69803.982,68252.193,77544.046,69956.567,68578.966,75657.857,73750.307,72026.526,72934.359,86670.99,81228.478,80468.711,85857.957,83949.734,82789.393,83556.534,90419.47,83560.06,82738.812,76624.806,86989.765,85572.781,83335.787,100824.827,91233.891,91588.433,92682.901,96029.359,94549.05,94082.513,104370.65,98481.714,100920.6,100432.996,101426.182,101257.655,101051.49,109109.416,101433.222,105279.909,101988.181,105271.319,105274.182,104452.682,114459.207,112127.658,113074.508,113020.807,113293.433,113220.458,113170.545,124158.83,129430.338,129626.173,124338.499,126794.584,127738.447,126888.46,126806.366,132134.283,133603.205,125689.234,129470.325,130847.951,129558.272,148101.775,141213.719,146246.382,143220.785,144657.747,145187.292,144695.665,154083.11,166661.935,174191.936,173310.475,160372.523,164978.994,167061.864,172673.413,184269.251,188695.693,179122.687,178471.332,181879.452,181190.261,181774.366,185604.86,182179.897,167556.901,183689.613,183186.374,179279.006,181396.411,187988.678,192436.531,,184692.545,187273.873,
"56 - Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",48633.737,52687.894,55579.762,55306.675,50660.816,52300.464,53052.017,62231.452,68807.72200000001,61537.549999999996,67518.86200000001,65519.587,64192.241,65023.897,81276.623,83015.225,83519.211,90270.85299999999,82145.924,82603.686,84520.478,107576.911,117928.708,115314.344,122160.01699999999,112752.81,113606.654,115744.995,143323.40899999999,156567.635,136976.307,151319.94400000002,149945.522,145622.45,147046.824,178982.24,190452.78199999998,164512.263,181460.123,184717.511,177982.428,178851.852,216216.744,225794.56699999998,202542.05599999998,222945.464,221005.656,214851.122,216874.708,257253.614,268159.185,237136.717,262979.809,262706.4,254183.172,256382.331,279548.05500000005,281610.577,241933.864,266525.219,280579.316,267697.499,267404.429,285815.275,295414.484,260703.446,292841.531,290614.88,280644.402,283693.684,315817.925,318511.038,274672.97000000003,303309.534,317164.482,303000.644,303077.867,334198.141,343313.973,296384.922,345944.936,338756.057,324632.345,329960.493,336194.366,367019.399,347654.247,391373.255,351606.883,350289.337,360560.317,370086.307,391557.251,376470.755,425007.403,380821.779,379371.438,390780.429,392733.00299999997,409698.681,412127.996,464960.88300000003,401215.842,404853.227,419880.141,432067.459,452003.88499999995,444275.885,481287.14400000003,442035.672,442782.41,452408.593,452351.919,446685.485,444032.58900000004,456084.834,449518.702,447689.998,449788.707,458626.33499999996,455469.363,455333.336,483394.033,457047.849,456476.345,463205.767,482154.63999999996,490801.672,503711.458,544829.755,486478.156,492222.59,505374.381,527837.687,544916.807,543929.373,600634.4770000001,536377.247,538894.622,554329.586,567740.675,574992.5129999999,571689.9820000001,634965.65,571366.594,571474.39,587347.205,587144.6190000001,603900.009,597565.213,642449.3670000001,595522.314,596203.28,607764.802,615459.348,629150.514,622085.083,671394.123,622304.931,622231.648,634522.267,655540.499,658413.6730000001,639608.752,721788.656,656977.086,651187.641,668837.895,715031.939,715255.093,726337.4130000001,807980.4149999999,715143.516,718874.815,741151.215,753898.405,780005.25,795584.486,844579.7760000001,766951.828,776496.047,793516.979,827885.033,825461.444,830978.66,873412.735,826673.239,828108.379,839434.468,854215.085,748528.6590000001,804675.23,890301.105,801371.872,802472.991,824430.02,944892.28,867112.945,463483.158,348153.761,906002.613,758496.128,655910.536,284434.98899999994,272054.259,255484.859,267099.781,278244.624,270658.036,269768.472,256556.62900000002,261088.86800000002,269420.772,290682.619,258822.749,262355.423,269437.222,242135.18099999998,263438.996,274127.509,,252787.089,259900.562,
561 - Servicios de apoyo a los negocios,47770.958,51849.983,54405.321,54149.889,49810.471,51342.087,52044.038,61177.053,67747.24,60056.734,66089.046,64462.147,62993.676,63767.518,79979.63,81586.998,81464.36,88334.544,80783.314,81010.329,82841.383,105661.257,115958.488,112603.537,119480.446,110809.873,111407.761,113425.932,140825.754,154074.785,133489.847,147997.714,147450.27,142796.795,144097.025,175907.22,187454.441,160393.07,177414.25,181680.831,174584.91,175292.245,212489.193,222209.713,197508.205,218155.076,217349.453,210735.704,212590.547,252774.252,263795.951,231247.834,257493.796,258285.102,249272.679,251327.958,274741.965,277111.908,235925.259,260933.624,275926.937,262593.044,262178.189,280906.243,290671.115,254286.823,286896.939,285788.679,275288.06,278190.28,310527.457,313508.393,267875.84,296971.538,312017.925,297303.897,297220.807,328572.74,337864.033,289023.554,338937.869,333218.387,318486.776,323599.549,330148.957,361078.285,339750.044,383868.326,345613.621,343659.095,353711.403,363766.245,385301.832,367986.529,417010.946,374534.039,372351.535,383516.388,385679.822,402828.381,402951.632,456450.428,394254.102,397153.278,411977.566,424766.414,445052.437,434875.631,472914.727,434909.426,434898.161,444402.302,444820.557,438740.767,434360.248,447820.451,441780.662,439307.191,441435.506,451184.387,447403.405,445275.52,474634.424,449293.896,447954.437,454624.434,474496.008,482453.222,493347.061,535590.466,478474.615,483432.097,496471.689,519730.8,536039.393,533764.687,590559.42,527885.097,529844.96,545023.575,558942.309,565345.33,561706.383,625363.942,562143.82,561998.007,577839.491,578192.932,594813.222,588210.598,632642.636,586503.077,587072.251,598464.847,605178.384,618031.617,610851.929,659756.838,611605.001,611353.977,623454.692,644240.76,646044.596,627536.738,708658.218,645142.678,639274.031,656620.078,702337.452,702239.398,711668.584,793335.722,702288.425,705415.145,727395.289,739748.642,765294.95,780598.79,829363.822,752521.796,761880.794,778751.551,812408.358,810536.615,815592.206,857274.741,811472.487,812845.726,823952.98,837287.781,735358.604,788470.186,873083.404,786323.193,787038.857,808549.994,925540.508,847683.036,443426.133,327598.991,886611.772,738883.226,636062.167,266699.046,255169.064,235283.058,247003.388,260934.055,252383.723,251038.639,234775.276,239675.543,247755.915,268533.298,237225.41,240735.578,247685.008,219174.933,238203.161,247341.206,,228689.047,234906.433,
